53,ॐ गुणातीतगुणात्मने नमः ,Om gunatitagunatmane namah ,ওঁ গুণাতীতগুণাত্মনে নমঃ ,ఓం గుణాతీతగుణాత్మనే నమః ,ௐ கு³ணாதீதகு³ணாத்மநே நம: ,ಓಂ ಗುಣಾತೀತಗುಣಾತ್ಮನೇ ನಮಃ ,ഓം ഗുണാതീതഗുണാത്മനേ നമഃ ,ૐ ગુણાતીતગુણાત્મને નમઃ ,ଓଂ ଗୁଣାତୀତଗୁଣାତ୍ମନେ ନମଃ ,ॐ ਗੁਣਾਤੀਤਗੁਣਾਤ੍ਮਨੇ ਨਮਃ ,Om- to (paramatman) who transcents attributes and (yet) is the very self of attributes- prostration !,ओम- से (परमात्मा) जो गुणों को पार करता है और (फिर भी) गुणों का स्व है- साष्टांग प्रणाम!,ओम- (परमात्मा) लाई जसले गुणहरू पार गर्छ र (अझै पनि) गुणहरूको स्वार्थ हो- प्रणाम !,ஓம்- பண்புகளை கடந்தும் (இன்னும்) பண்புகளின் சுயமாக இருக்கும் (பரமாத்மாவுக்கு) வணக்கம்!,ఓం- గుణాలకు అతీతమైన మరియు (ఇంకా) గుణాల స్వయం (పరమాత్మ)కి- సాష్టాంగం!,ಓಂ- (ಪರಮಾತ್ಮನಿಗೆ) ಯಾರು ಗುಣಲಕ್ಷಣಗಳನ್ನು ಮೀರುತ್ತಾರೆ ಮತ್ತು (ಇನ್ನೂ) ಗುಣಲಕ್ಷಣಗಳ ಸ್ವಯಂ ಆಗಿದ್ದಾರೆ- ಪ್ರಣಾಮ!,ഓം- (പരമാത്മാവിന്) വിശേഷണങ്ങളെ അതിരുകടക്കുന്നവനും (എന്നിട്ടും) വിശേഷണങ്ങളുടെ സ്വയം തന്നെയായിരിക്കുന്നവനും- പ്രണാമം!,ওম- (পরমাত্মাকে) যিনি গুণাবলী অতিক্রম করেন এবং (তবুও) গুণের স্বয়ং- প্রণাম!,ଓମ୍- (ପାରାମଟମ୍ୟାନ୍) ଯିଏ ଗୁଣବତ୍ତା ଅତିକ୍ରମ କରେ ଏବଂ (ତଥାପି) ଗୁଣଗୁଡ଼ିକର ପ୍ରଣାମ!,हे- (परमात्म्याला) जो गुणांचे पारायण करतो आणि (तरीही) गुणांचा स्वार्थ आहे- त्याला साष्टांग नमस्कार !,ਓਮ- (ਪਰਮਾਤਮਾ) ਨੂੰ- ਜੋ ਗੁਣਾਂ ਨੂੰ ਪਾਰ ਕਰਦਾ ਹੈ ਅਤੇ (ਫਿਰ ਵੀ) ਗੁਣਾਂ ਦਾ ਹੀ ਸਵੈ ਹੈ- ਪ੍ਰਣਾਮ !,ઓમ- (પરમાત્માને) જે ગુણોને પાર કરે છે અને (હજુ સુધી) તે જ ગુણોનો સ્વ છે- પ્રણામ !
54,ॐ अनन्तकल्याणगुणाय नमः ,Om anantakalyanagunaya namah ,ওঁ অনন্তকল্যাণগুণায় নমঃ ,ఓం అనన్తకల్యాణగుణాయ నమః ,ௐ அநந்தகல்யாணகு³ணாய நம: ,ಓಂ ಅನನ್ತಕಲ್ಯಾಣಗುಣಾಯ ನಮಃ ,ഓം അനന്തകല്യാണഗുണായ നമഃ ,ૐ અનન્તકલ્યાણગુણાય નમઃ ,ଓଂ ଅନନ୍ତକଲ୍ୟାଣଗୁଣାୟ ନମଃ ,ॐ ਅਨਨ੍ਤਕਲ੍ਯਾਣਗੁਣਾਯ ਨਮਃ ,Om- to (Vishnu as worshipped by the Pancaratra tradition) who is possessed of infinite auspicious attributes- prostration !,ओम- को (विष्णु के रूप में पंचरात्र परंपरा द्वारा पूजा की जाती है) जो अनंत शुभ गुणों से युक्त है- साष्टांग प्रणाम!,ओम- (पञ्चरात्र परम्परा अनुसार पुज्ने विष्णु) लाई असीमित शुभ गुणहरू भएको प्रणाम !,ஓம்- (பஞ்சராத்ர மரபினரால் வழிபடப்படும் விஷ்ணுவுக்கு) எல்லையற்ற அருட் பண்புகளை உடையவனே- சாஷ்டாங்கமாக!,ఓం- (పాంచరాత్ర సంప్రదాయం ద్వారా పూజించబడే విష్ణువు) అనంతమైన శుభ గుణాలు కలిగిన- సాష్టాంగ ప్రణామం !,ಓಂ- (ಪಾಂಚರಾತ್ರ ಸಂಪ್ರದಾಯದಿಂದ ಪೂಜಿಸಲ್ಪಟ್ಟ ವಿಷ್ಣುವಿಗೆ) ಅನಂತ ಮಂಗಳಕರ ಗುಣಗಳನ್ನು ಹೊಂದಿರುವ- ಪ್ರಣಾಮ!,ഓം- (പഞ്ചരാത്ര പാരമ്പര്യത്താൽ ആരാധിക്കുന്ന വിഷ്ണുവിന്) അനന്തമായ ഐശ്വര്യഗുണങ്ങളാൽ പ്രണാമം!,ওম- (পঞ্চরাত্র প্রথা দ্বারা পূজিত বিষ্ণু) কে- যিনি অসীম শুভ গুনাবলীর অধিকারী- প্রণাম!,ଓମ୍- (ବିଷ୍ଣୁଙ୍କୁ ପାନକରାଟ୍ରା ପରମ୍ପରା ଦ୍ୱାରା ପୂଜା କରାଯାଏ) ଯିଏ ଅସୀମ ଶୁଭ ଗୁଣ- ପ୍ରଣାମ!,अनंत शुभ गुणांनी युक्त असलेल्या (पंचरात्र परंपरेने पूजलेल्या विष्णूला) नमस्कार !,ਓਮ- (ਪੰਕਾਰਤਰ ਪਰੰਪਰਾ ਦੁਆਰਾ ਪੂਜਣ ਵਾਲੇ ਵਿਸ਼ਨੂੰ) ਨੂੰ ਜੋ ਬੇਅੰਤ ਸ਼ੁਭ ਗੁਣਾਂ ਦਾ ਮਾਲਕ ਹੈ- ਪ੍ਰਣਾਮ!,ઓમ- (પંચરાત્ર પરંપરા દ્વારા પૂજવામાં આવતા વિષ્ણુ) ને જે અનંત શુભ લક્ષણો ધરાવે છે- પ્રણામ !
55,ॐ अमितपराक्रमाय नमः ,Om amitaparakramaya namah ,ওঁ অমিতপরাক্রমায় নমঃ ,ఓం అమితపరాక్రమాయ నమః ,ௐ அமிதபராக்ரமாய நம: ,ಓಂ ಅಮಿತಪರಾಕ್ರಮಾಯ ನಮಃ ,ഓം അമിതപരാക്രമായ നമഃ ,ૐ અમિતપરાક્રમાય નમઃ ,ଓଂ ଅମିତପରାକ୍ରମାୟ ନମଃ ,ॐ ਅਮਿਤਪਰਾਕ੍ਰਮਾਯ ਨਮਃ ,Om- to Him whose strength is unmeasureable- prostration !,ओम- जिसकी शक्ति अथाह है- साष्टांग प्रणाम!,ओम- जसको बल अतुलनीय छ- उहाँलाई प्रणाम!,ஓம்- யாருடைய வலிமை அளவிட முடியாததோ- அவருக்கு சாஷ்டாங்கமாக!,ఓం- ఎవరి బలం కొలవలేనిదో ఆయనకు సాష్టాంగ ప్రణామం!,ಓಂ- ಯಾರ ಶಕ್ತಿಯು ಅಳೆಯಲಾಗದು- ಅವನಿಗೆ ಸಾಷ್ಟಾಂಗ ನಮನ!,ഓം- ആരുടെ ശക്തി അളക്കാനാവാത്തവന്നു- പ്രണാമം!,ওম- যাঁর শক্তি পরিমাপযোগ্য- তাঁকে প্রণাম!,ଓମ୍- ଯାହାର ଶକ୍ତି ଅମାପ- ପ୍ରଣାମ!,ओम- ज्याचे सामर्थ्य मोजता येत नाही- त्याला साष्टांग नमस्कार!,ਓਮ- ਉਸ ਨੂੰ ਜਿਸ ਦੀ ਤਾਕਤ ਨਾ ਮਾਪੀ ਜਾ ਸਕਦੀ ਹੈ- ਪ੍ਰਣਾਮ!,ઓમ- જેની તાકાત અમાપ છે તેને પ્રણામ!
56,ॐ जयिने नमः ,Om jayine namah ,ওঁ জয়িনে নমঃ ,ఓం జయినే నమః ,ௐ ஜயிநே நம: ,ಓಂ ಜಯಿನೇ ನಮಃ ,ഓം ജയിനേ നമഃ ,ૐ જયિને નમઃ ,ଓଂ ଜୟିନେ ନମଃ ,ॐ ਜਯਿਨੇ ਨਮਃ ,Om- to the Conqueror- prostration !,ओम- विजेता को- साष्टांग प्रणाम!,ओम- विजयीलाई नमन !,ஓம்- வெற்றியாளருக்கு- சாஷ்டாங்கம்!,ఓం- విజేతకు- సాష్టాంగం!,ಓಮ್- ವಿಜಯಶಾಲಿಗೆ- ನಮಸ್ಕಾರ!,ഓം- ജേതാവിന്- പ്രണാമം!,ওম- বিজেতাকে প্রণাম!,ଓମ୍- ବିଜେତାଙ୍କୁ- ପ୍ରଣାମ!,ओम- विजेत्याला साष्टांग नमस्कार!,ਓਮ- ਵਿਜੇਤਾ ਨੂੰ- ਪ੍ਰਣਾਮ!,ઓમ- વિજેતાને- પ્રણામ!
57,ॐ दुर्धर्षाक्षोभ्याय नमः ,Om durdharsaksobhyaya namah ,ওঁ দুর্ধর্ষাক্ষোভ্যায় নমঃ ,ఓం దుర్ధర్షాక్షోభ్యాయ నమః ,ௐ து³ர்த⁴ர்ஷாக்ஷோப்⁴யாய நம: ,ಓಂ ದುರ್ಧರ್ಷಾಕ್ಷೋಭ್ಯಾಯ ನಮಃ ,ഓം ദുര്‍ധര്‍ഷാക്ഷോഭ്യായ നമഃ ,ૐ દુર્ધર્ષાક્ષોભ્યાય નમઃ ,ଓଂ ଦୁର୍ଧର୍ଷାକ୍ଷୋଭ୍ୟାୟ ନମଃ ,ॐ ਦੁਰ੍ਧਰ੍ਸ਼ਾਕ੍ਸ਼ੋਭ੍ਯਾਯ ਨਮਃ ,Om- to the Unconquerable and Unshakable One- prostration !,ओम- अजेय और अडिग को- साष्टांग प्रणाम!,ओम- अतुलनीय र अटललाई नमन !,ஓம்- வெல்ல முடியாத மற்றும் அசைக்க முடியாத ஒருவருக்கு- சாஷ்டாங்கம்!,ఓం- జయించలేని మరియు అస్థిరమైన వ్యక్తికి- సాష్టాంగ ప్రణామం!,ಓಂ- ಜಯಿಸಲಾಗದ ಮತ್ತು ಅಚಲವಾದವನಿಗೆ- ಸಾಷ್ಟಾಂಗ ನಮನ!,ഓം- അജയ്യനും അചഞ്ചലനുമായവന്- പ്രണാമം!,ওম- অজেয় ও অদম্য- প্রণাম!,ଓମ୍- ଅବିସ୍ମରଣୀୟ ଏବଂ ଅବିସ୍ମରଣୀୟ- ପ୍ରଣାମ!,ओम- अजिंक्य आणि अटल देवाला साष्टांग नमस्कार !,ਓਮ- ਅਜਿੱਤ ਅਤੇ ਅਟੱਲ ਨੂੰ- ਪ੍ਰਣਾਮ!,ઓમ- અજેય અને અચળને પ્રણામ!
58,ॐ अपराजिताय नमः ,Om aparajitaya namah ,ওঁ অপরাজিতায় নমঃ ,ఓం అపరాజితాయ నమః ,ௐ அபராஜிதாய நம: ,ಓಂ ಅಪರಾಜಿತಾಯ ನಮಃ ,ഓം അപരാജിതായ നമഃ ,ૐ અપરાજિતાય નમઃ ,ଓଂ ଅପରାଜିତାୟ ନମଃ ,ॐ ਅਪਰਾਜਿਤਾਯ ਨਮਃ ,Om- to the Invincible One- prostration !,ओम- अजेय को- साष्टांग प्रणाम!,ओम- अपराजेयलाई नमन !,ஓம்- வெல்ல முடியாதவனுக்கு- சாஷ்டாங்கம்!,ఓం- అజేయుడికి- సాష్టాంగం!,ಓಂ- ಅಜೇಯನಿಗೆ- ಸಾಷ್ಟಾಂಗ ನಮನ!,ഓം- അജയ്യനായവന്- പ്രണാമം!,ওম- অপরাজেয়- প্রণাম!,ଓମ୍- ଅବିସ୍ମରଣୀୟଙ୍କୁ- ପ୍ରଣାମ!,ओम- अजिंक्य देवाला साष्टांग नमस्कार!,ਓਮ- ਅਜਿੱਤ ਨੂੰ- ਪ੍ਰਣਾਮ!,ઓમ- અજેયને- પ્રણામ!
59,ॐ त्रिलोकेषु अविघातगतये नमः ,Om trilokesu avighatagataye namah ,ওঁ ত্রিলোকেষু অবিঘাতগতয়ে নমঃ ,ఓం త్రిలోకేషు అవిఘాతగతయే నమః ,ௐ த்ரிலோகேஷு அவிகா⁴தக³தயே நம: ,ಓಂ ತ್ರಿಲೋಕೇಷು ಅವಿಘಾತಗತಯೇ ನಮಃ ,ഓം ത്രിലോകേഷു അവിഘാതഗതയേ നമഃ ,ૐ ત્રિલોકેષુ અવિઘાતગતયે નમઃ ,ଓଂ ତ୍ରିଲୋକେଷୁ ଅଵିଘାତଗତୟେ ନମଃ ,ॐ ਤ੍ਰਿਲੋਕੇਸ਼ੁ ਅਵਿਘਾਤਗਤਯੇ ਨਮਃ ,Om- to (Vishnu in His descent in the world as the Brahmin dwarf- Vamana) whose going in unimpeded in the three worlds (earth- intermediate space- and heaven)- prostration !,ओम- को (विष्णु विश्व में अपने वंश में ब्राह्मण बौने- वामन के रूप में) जिनके तीनों लोकों (पृथ्वी- मध्यवर्ती अंतरिक्ष और स्वर्ग) में निर्बाध रूप से जा रहे हैं- साष्टांग प्रणाम!,ओम- (विष्णु आफ्नो वंशमा ब्राह्मण बौने- वामनको रूपमा संसारमा) जसको तीन लोक (पृथ्वी- मध्यवर्ती अन्तरिक्ष र स्वर्ग) मा निर्बाध प्रवेश गर्दछ- प्रणाम !,ஓம்- மூவுலகிலும் (பூமி- இடைப்பட்ட வெளி- சொர்க்கம்) தடையின்றிச் செல்லும் (பிராமண குள்ளனாக- வாமனனாக உலகில் தோன்றிய விஷ்ணுவுக்கு) சாஷ்டாங்கமாக!,ఓం- (విష్ణువు బ్రాహ్మణ మరుగుజ్జు- వామనునిగా భూలోకంలో అవతరించినప్పుడు) మూడు లోకాలలో (భూమి- మధ్యస్థ అంతరిక్షం మరియు స్వర్గం) ఎటువంటి ఆటంకం లేకుండా వెళ్తున్నాడు- సాష్టాంగం !,ಓಂ- ಮೂರು ಲೋಕಗಳಲ್ಲಿ (ಭೂಮಿ- ಮಧ್ಯಂತರ ಮತ್ತು ಸ್ವರ್ಗ) ಅಡೆತಡೆಯಿಲ್ಲದೆ ಹೋಗುತ್ತಿರುವ ವಿಷ್ಣುವಿಗೆ (ಬ್ರಾಹ್ಮಣ ಕುಬ್ಜ- ವಾಮನನಾಗಿ ಪ್ರಪಂಚದಲ್ಲಿ ಅವನೋಹಣದಲ್ಲಿ) ಪ್ರಣಾಮ!,ഓം- (വിഷ്ണു ബ്രാഹ്മണ കുള്ളനായി- വാമനനായി ലോകത്തിൽ ഇറങ്ങിയപ്പോൾ) മൂന്ന് ലോകങ്ങളിലും (ഭൂമി- ഇടനില- ആകാശം- സ്വർഗ്ഗം) തടസ്സമില്ലാതെ കടന്നുപോകുന്നതിന്- പ്രണാമം!,ওম- (ব্রাহ্মণ বামন- বামন রূপে বিশ্বে তাঁর বংশধর বিষ্ণু) যাঁর তিন জগতে (পৃথিবী- মধ্যবর্তী স্থান এবং স্বর্গ) বিনা বাধায় যাওয়া- প্রণাম!,ଓମ୍- (ବିଷ୍ଣୁ ତାଙ୍କ ବଂଶରେ ବ୍ରାହ୍ମଣ ବଧୂ- ଭାମନା) ଯାହାର ତିନୋଟି ଦୁନିଆରେ (ପୃଥିବୀ- ମଧ୍ୟବର୍ତ୍ତୀ ସ୍ଥାନ- ଏବଂ ସ୍ୱର୍ଗ)- ପ୍ରଣାମ!,ओम- (विष्णू या जगात त्याच्या वंशात ब्राह्मण बटू- वामन म्हणून) ज्याचे तिन्ही लोकांमध्ये (पृथ्वी- मध्यवर्ती अवकाश आणि स्वर्ग) अखंडपणे जाणे- साष्टांग नमस्कार !,ਓਮ- ਨੂੰ (ਵਿਸ਼ਨੂੰ ਬ੍ਰਾਹਮਣ ਬੌਣੇ- ਵਾਮਨ ਦੇ ਰੂਪ ਵਿੱਚ ਸੰਸਾਰ ਵਿੱਚ ਆਪਣੇ ਵੰਸ਼ ਵਿੱਚ) ਜਿਸ ਦਾ ਤਿੰਨਾਂ ਸੰਸਾਰਾਂ (ਧਰਤੀ- ਵਿਚਕਾਰਲੇ ਸਪੇਸ- ਅਤੇ ਸਵਰਗ) ਵਿੱਚ ਨਿਰਵਿਘਨ ਜਾ ਰਿਹਾ ਹੈ- ਪ੍ਰਣਾਮ!,ઓમ- (વિષ્ણુ બ્રાહ્મણ વામન- વામન તરીકે વિશ્વમાં તેમના વંશમાં) કે જેઓ ત્રણેય લોકમાં (પૃથ્વી- મધ્યવર્તી અવકાશ અને સ્વર્ગ) માં અવિરત જાય છે- પ્રણામ !
60,ॐ अशक्यरहिताय नमः,Om asakyarahitaya namah ,ওঁ অশক্যরহিতায় নমঃ ,ఓం అశక్యరహితాయ నమః ,ௐ அஶக்யரஹிதாய நம: ,ಓಂ ಅಶಕ್ಯರಹಿತಾಯ ನಮಃ ,ഓം അശക്യരഹിതായ നമഃ ,ૐ અશક્યરહિતાય નમઃ ,ଓଂ ଅଶକ୍ୟରହିତାୟ ନମଃ ,ॐ ਅਸ਼ਕ੍ਯਰਹਿਤਾਯ ਨਮਃ,Om- to Him for whom nothing is impossible- prostration !,ओम- उसके लिए जिसके लिए कुछ भी असंभव नहीं है- साष्टांग प्रणाम!,ओम- जसको लागि कुनै पनि कुरा असम्भव छैन- प्रणाम !,ஓம்- யாருக்கு முடியாதது எதுவோ- அவருக்கு சாஷ்டாங்கம்!,ఓం- ఎవరికి సాధ్యం కానిదేదీ లేని ఆయనకు సాష్టాంగ ప్రణామం!,ಓಂ- ಯಾರಿಗೆ ಯಾವುದೂ ಅಸಾಧ್ಯವಲ್ಲ- ಸಾಷ್ಟಾಂಗ ನಮಸ್ಕಾರ!,ഓം- അസാധ്യമായി ഒന്നുമില്ലാത്തവന്- പ്രണാമം!,ওম- যাঁর পক্ষে কিছুই অসম্ভব নয়- তাঁকে প্রণাম!,ଓମ୍- ଯାହାଙ୍କ ପାଇଁ କିଛି ଅସମ୍ଭବ- ପ୍ରଣାମ!,ओम- ज्याच्यासाठी काहीही अशक्य नाही त्याला साष्टांग नमस्कार!,ਓਮ- ਉਸ ਨੂੰ ਜਿਸ ਲਈ ਕੁਝ ਵੀ ਅਸੰਭਵ ਨਹੀਂ ਹੈ- ਪ੍ਰਣਾਮ!,ઓમ- જેમના માટે કશું જ અશક્ય નથી તેને પ્રણામ!
61,ॐ सर्वशक्तिमूर्तये नमः ,Om sarvasaktimurtaye namah ,ওঁ সর্বশক্তিমূর্তয়ে নমঃ ,ఓం సర్వశక్తిమూర్తయే నమః ,ௐ ஸர்வஶக்திமூர்தயே நம: ,ಓಂ ಸರ್ವಶಕ್ತಿಮೂರ್ತಯೇ ನಮಃ ,ഓം സര്‍വശക്തിമൂര്‍തയേ നമഃ ,ૐ સર્વશક્તિમૂર્તયે નમઃ ,ଓଂ ସର୍ଵଶକ୍ତିମୂର୍ତୟେ ନମଃ ,ॐ ਸਰ੍ਵਸ਼ਕ੍ਤਿਮੂਰ੍ਤਯੇ ਨਮਃ ,Om- to Him who is All-Powerful- prostration !,ओम- जो सर्वशक्तिमान है- साष्टांग प्रणाम!,ओम- सर्वशक्तिमान उहाँलाई प्रणाम!,ஓம்- சர்வ வல்லமையுள்ளவனுக்கே- ஸஜ்தா!,ఓం- సర్వశక్తిమంతుడైన ఆయనకు సాష్టాంగ ప్రణామం!,ಓಂ- ಸರ್ವಶಕ್ತನಾದ ಆತನಿಗೆ ಸಾಷ್ಟಾಂಗ ನಮನ!,ഓം- സർവശക്തനായ അവന്- പ്രണാമം!,ওম- যিনি সর্বশক্তিমান তাঁকে প্রণাম!,ଓମ- ଯିଏ ସର୍ବଶକ୍ତିମାନ- ପ୍ରଣାମ!,ओम- जो सर्वशक्तिमान आहे त्याला साष्टांग नमस्कार!,ਓਮ- ਉਸ ਨੂੰ ਜੋ ਸਰਬ ਸ਼ਕਤੀਮਾਨ ਹੈ- ਪ੍ਰਣਾਮ!,ઓમ- સર્વશક્તિમાન તેને પ્રણામ!
62,ॐ सुरूपसुन्दराय नमः ,Om surupasundaraya namah ,ওঁ সুরূপসুন্দরায় নমঃ ,ఓం సురూపసున్దరాయ నమః ,ௐ ஸுரூபஸுந்த³ராய நம: ,ಓಂ ಸುರೂಪಸುನ್ದರಾಯ ನಮಃ ,ഓം സുരൂപസുന്ദരായ നമഃ ,ૐ સુરૂપસુન્દરાય નમઃ ,ଓଂ ସୁରୂପସୁନ୍ଦରାୟ ନମଃ ,ॐ ਸੁਰੂਪਸੁਨ੍ਦਰਾਯ ਨਮਃ ,Om- to the Handsome and Beautiful One- prostration !,ओम- सुंदर और सुंदर को- साष्टांग प्रणाम!,ओम- सुन्दर र सुन्दरलाई- प्रणाम !,ஓம்- அழகான மற்றும் அழகான ஒருவருக்கு- சாஷ்டாங்கம்!,ఓం- అందమైన మరియు అందమైన వ్యక్తికి- సాష్టాంగ ప్రణామం!,ಓಂ- ಸುಂದರ ಮತ್ತು ಸುಂದರನಿಗೆ- ನಮಸ್ಕಾರ!,ഓം- സുന്ദരനും സുന്ദരനുമായ- പ്രണാമം!,ওম- সুদর্শন এবং সুন্দরের প্রতি- প্রণাম!,ଓମ୍- ସୁନ୍ଦର ଏବଂ ସୁନ୍ଦରଙ୍କୁ- ପ୍ରଣାମ!,ओम- देखणा आणि सुंदर- त्याला साष्टांग नमस्कार!,ਓਮ- ਸੁੰਦਰ ਅਤੇ ਸੁੰਦਰ ਨੂੰ- ਪ੍ਰਣਾਮ!,ઓમ- ઉદાર અને સુંદરને- પ્રણામ!
63,ॐ सुलोचनाय नमः ,Om sulocanaya namah ,ওঁ সুলোচনায় নমঃ ,ఓం సులోచనాయ నమః ,ௐ ஸுலோசநாய நம: ,ಓಂ ಸುಲೋಚನಾಯ ನಮಃ ,ഓം സുലോചനായ നമഃ ,ૐ સુલોચનાય નમઃ ,ଓଂ ସୁଲୋଚନାୟ ନମଃ ,ॐ ਸੁਲੋਚਨਾਯ ਨਮਃ ,Om- to Him with beautiful eyes- prostration !,ओम- उसे सुंदर आँखों से- साष्टांग प्रणाम!,ओम- सुन्दर आँखाले उहाँलाई प्रणाम!,ஓம்- அழகான கண்களுடன் அவருக்கு- சாஷ்டாங்கமாக!,ఓం- అందమైన కళ్లతో ఆయనకు సాష్టాంగ ప్రణామం!,ಓಮ್- ಸುಂದರವಾದ ಕಣ್ಣುಗಳೊಂದಿಗೆ ಅವನಿಗೆ- ನಮಸ್ಕಾರ!,ഓം- മനോഹരമായ കണ്ണുകളുള്ള അവനു- പ്രണാമം!,ওম- সুন্দর চোখে তাকে প্রণাম!,ଓମ୍- ସୁନ୍ଦର ଆଖିରେ- ପ୍ରଣାମ!,ओम- सुंदर डोळ्यांनी त्याला साष्टांग नमस्कार!,ਓਮ- ਉਸ ਨੂੰ ਸੁੰਦਰ ਅੱਖਾਂ ਨਾਲ- ਪ੍ਰਣਾਮ!,ઓમ- સુંદર આંખો સાથે તેને પ્રણામ!
64,ॐ बहुरूपविश्वमूर्तये नमः ,Om bahurupavisvamurtaye namah ,ওঁ বহুরূপবিশ্বমূর্তয়ে নমঃ ,ఓం బహురూపవిశ్వమూర్తయే నమః ,ௐ ப³ஹுரூபவிஶ்வமூர்தயே நம: ,ಓಂ ಬಹುರೂಪವಿಶ್ವಮೂರ್ತಯೇ ನಮಃ ,ഓം ബഹുരൂപവിശ്വമൂര്‍തയേ നമഃ ,ૐ બહુરૂપવિશ્વમૂર્તયે નમઃ ,ଓଂ ବହୁରୂପଵିଶ୍ଵମୂର୍ତୟେ ନମଃ ,ॐ ਬਹੁਰੂਪਵਿਸ਼੍ਵਮੂਰ੍ਤਯੇ ਨਮਃ ,Om- to Him of many shapes- having all forms- prostration !,ओम- उन्हें अनेक रूपों में- सभी रूपों वाले- साष्टांग प्रणाम!,ओम- अनेक आकृति भएका- सबै रूप भएका उहाँलाई प्रणाम !,ஓம்- பல வடிவங்கள் கொண்ட- அனைத்து வடிவங்களையும் கொண்ட அவருக்கு- சாஷ்டாங்கமாக!,ఓం- అనేక ఆకారాలు కలవాడు- అన్ని రూపాలు కలవాడు- సాష్టాంగం!,ಓಂ- ಅನೇಕ ಆಕಾರಗಳ- ಎಲ್ಲಾ ರೂಪಗಳನ್ನು ಹೊಂದಿರುವ ಅವನಿಗೆ- ನಮಸ್ಕಾರ!,ഓം- പല രൂപങ്ങളുള്ള- എല്ലാ രൂപങ്ങളും ഉള്ള അവന്- പ്രണാമം!,ওম- বহু আকৃতির তাঁকে- সমস্ত রূপ ধারণ করে- প্রণাম!,ଓମ୍- ଅନେକ ଆକୃତିର- ତାଙ୍କ ନିକଟରେ- ସମସ୍ତ ପ୍ରକାରର- ପ୍ରଣାମ!,ओम- अनेक आकारांच्या- सर्व रूपे असलेल्या त्याला साष्टांग नमस्कार!,ਓਮ- ਅਨੇਕ ਰੂਪਾਂ ਵਾਲੇ- ਸਾਰੇ ਰੂਪਾਂ ਵਾਲੇ- ਪ੍ਰਣਾਮ!,ઓમ- અનેક આકારના- સર્વ સ્વરૂપો ધરાવતા- પ્રણામ !
65,ॐ अरूपव्यक्ताय नमः ,Om arupavyaktaya namah ,ওঁ অরূপব্যক্তায় নমঃ ,ఓం అరూపవ్యక్తాయ నమః ,ௐ அரூபவ்யக்தாய நம: ,ಓಂ ಅರೂಪವ್ಯಕ್ತಾಯ ನಮಃ ,ഓം അരൂപവ്യക്തായ നമഃ ,ૐ અરૂપવ્યક્તાય નમઃ ,ଓଂ ଅରୂପଵ୍ୟକ୍ତାୟ ନମଃ ,ॐ ਅਰੂਪਵ੍ਯਕ੍ਤਾਯ ਨਮਃ ,Om- to (Paramatman) the Formless and Unmanifest One- prostration !,ओम- (परमात्मा) को निराकार और अव्यक्त एक- साष्टांग प्रणाम!,ओम- निराकार र अव्यक्तलाई (परमात्मा) प्रणाम !,ஓம்- (பரமாத்மா) உருவமற்ற மற்றும் வெளிப்படுத்தப்படாத ஒருவனுக்கு- சாஷ்டாங்கம்!,ఓం- (పరమాత్మ) నిరాకారుడు మరియు అవ్యక్తుడు- సాష్టాంగం !,ಓಂ- ನಿರಾಕಾರ ಮತ್ತು ಅವ್ಯಕ್ತನಾದ (ಪರಮಾತ್ಮನಿಗೆ) ಸಾಷ್ಟಾಂಗ ನಮನ!,ഓം- (പരമാത്മാവ്) രൂപരഹിതനും അവ്യക്തനുമായ- പ്രണാമം!,ওম- নিরাকার ও অব্যক্ত এক (পরমাত্মাকে) প্রণাম!,ଓମ୍- (ପାରାମାଟମ୍ୟାନ୍) କୁ ଫର୍ମହୀନ ଏବଂ ଅଜ୍ଞାତ ବ୍ୟକ୍ତି- ପ୍ରଣାମ!,हे- निराकार आणि अव्यक्त असलेल्या (परमात्म्याला) साष्टांग नमस्कार !,ਓਮ- (ਪਰਮਾਤਮਾ) ਨਿਰਾਕਾਰ ਅਤੇ ਅਪ੍ਰਤੱਖ ਨੂੰ- ਪ੍ਰਣਾਮ!,ઓમ- નિરાકાર અને અવ્યક્તને (પરમાત્માને) પ્રણામ !
